category,line,selector,tokens,hits
"still-used","10127",".manual-outline-toggle:hover","manual-outline-toggle","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10132",".manual-outline-children","manual-outline-children","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10138",".manual-outline-children.collapsed","manual-outline-children collapsed","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/sidebar/sidebar-directory.component.html; frontend-angular/src/app/core/shell/sidebar/sidebar-directory.component.scss"
"still-used","10141",".manual-doc-button, .manual-outline-link","manual-doc-button manual-outline-link","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10148",".manual-doc-button","manual-doc-button","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10160",".manual-doc-button:hover, .manual-doc-button.active","manual-doc-button active","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"still-used","10165",".manual-doc-button-title","manual-doc-button-title","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10172",".manual-outline-link","manual-outline-link","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10180",".manual-outline-link.group-link","manual-outline-link group-link","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10183",".manual-outline-link:hover","manual-outline-link","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10187",".manual-outline-link.depth-2, .manual-outline-link.depth-3","manual-outline-link depth-2 depth-3","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10192",".manual-outline-link.depth-3","manual-outline-link depth-3","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10195",".manual-reader-head","manual-reader-head","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10204",".manual-reader-head h2","manual-reader-head","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"suspected-dead","10210",".manual-back-button","manual-back-button",""
"still-used","10213",".manual-article","manual-article","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10225",".manual-article h1, .manual-article h2, .manual-article h3, .manual-article h4","manual-article","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10231",".manual-doc-intro","manual-doc-intro","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10241",".manual-article h1","manual-article","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10249",".manual-article h2","manual-article","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10256",".manual-article h3","manual-article","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10261",".manual-article h4","manual-article","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10266",".manual-article p, .manual-article ul, .manual-article ol, .manual-article blockquote","manual-article","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10272",".manual-article ul, .manual-article ol","manual-article","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10276",".manual-article table","manual-article","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10284",".manual-article th, .manual-article td","manual-article","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10291",".manual-article th","manual-article","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10296",".manual-article tr:nth-child(even) td","manual-article","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10299",".manual-article pre","manual-article","frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.html; frontend-angular/src/app/workbenches/support/manual/manual-workbench.component.scss"
"still-used","10307",".history-tab-bar","history-tab-bar","frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"still-used","10310",".history-tab","history-tab","frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"still-used","10315",".history-tab.active","history-tab active","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"still-used","10316",".history-tab:hover","history-tab","frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"still-used","10317",".feedback-layout","feedback-layout","frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.html; frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.scss"
"suspected-dead","10328",".feedback-hero","feedback-hero",""
"suspected-dead","10338",".feedback-hero h2","feedback-hero",""
"suspected-dead","10344",".feedback-hero p","feedback-hero",""
"still-used","10351",".feedback-kicker","feedback-kicker","frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.html; frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.scss"
"still-used","10357",".feedback-workbench","feedback-workbench","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/legacy-shell/legacy-shell.component.html; frontend-angular/src/app/legacy-shell/legacy-shell.component.ts"
"still-used","10363",".feedback-workbench--three","feedback-workbench--three","frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.html"
"still-used","10367",".feedback-main","feedback-main","frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.html; frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.scss"
"still-used","10370",".feedback-left, .feedback-detail","feedback-left feedback-detail","frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.html; frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.scss"
"suspected-dead","10380",".feedback-hero--wide","feedback-hero--wide",""
"suspected-dead","10383",".feedback-side","feedback-side",""
"still-used","10390",".feedback-summary","feedback-summary","frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.html; frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.scss"
"still-used","10395",".feedback-stat-card, .feedback-stat-group","feedback-stat-card feedback-stat-group","frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.html; frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.scss"
"still-used","10403",".feedback-stat-card strong, .feedback-stat-grid strong","feedback-stat-card feedback-stat-grid","frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.html; frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.scss"
"still-used","10410",".feedback-stat-card span, .feedback-stat-grid span","feedback-stat-card feedback-stat-grid","frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.html; frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.scss"
"still-used","10418",".feedback-stat-card--total","feedback-stat-card--total","frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.html"
"still-used","10422",".feedback-stat-group h3","feedback-stat-group","frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.html; frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.scss"
"still-used","10427",".feedback-stat-grid","feedback-stat-grid","frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.html; frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.scss"
"still-used","10432",".feedback-stat-grid div","feedback-stat-grid","frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.html; frontend-angular/src/app/workbenches/support/feedback/feedback-workbench.component.scss"
